master_source_record_id,source_family,source_record_native_id,operator,route_id,source_stop_name,lat,lon,municipality_reported,physical_municipality_exact,analysis_context_role,source_temporal_status,service_class,legacy_physical_cluster_id,legacy_pro_com_t,source_provenance_status,boarding_point_id_candidate,boarding_point_assignment_status,stop_place_id_candidate,stop_place_assignment_status,routing_terminal_eligibility_status,notes
FROZEN_GTFS::L00063,FROZEN_GTFS_REFERENCE,L00063,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148|D150|D185,Brivio - capolinea,45.74245,9.44585,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_036,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00063,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00086,FROZEN_GTFS_REFERENCE,L00086,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D185,Brivio - beverate (cariplo),45.740517,9.423083,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_003,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00086,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00087,FROZEN_GTFS_REFERENCE,L00087,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D185,Brivio - vaccarezza,45.737017,9.4362,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_004,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00087,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00089,FROZEN_GTFS_REFERENCE,L00089,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148|D150,Calco - via statale (edicola),45.723817,9.415133,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_005,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00089,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00207,FROZEN_GTFS_REFERENCE,L00207,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148,S.Maria Hoe' - paese,45.738233,9.387917,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_037,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00207,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00397,FROZEN_GTFS_REFERENCE,L00397,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D185,Calco - via virgilio,45.72495,9.414367,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_038,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00397,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00398,FROZEN_GTFS_REFERENCE,L00398,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D185,Brivio - beverate (paese),45.737317,9.42815,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_008,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00398,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00405,FROZEN_GTFS_REFERENCE,L00405,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D185,Cisano - sosta,45.739967,9.451383,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_009,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00405,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00406,FROZEN_GTFS_REFERENCE,L00406,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D185,Brivio - via como (pizzeria),45.742267,9.439133,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_010,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00406,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00407,FROZEN_GTFS_REFERENCE,L00407,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184|D185,Olgiate Molgora (stazione f.s.),45.72917,9.40441,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_039,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00407,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00487,FROZEN_GTFS_REFERENCE,L00487,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D185,Brivio - beverate (quattro strade),45.734767,9.426933,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_012,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00487,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00504,FROZEN_GTFS_REFERENCE,L00504,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D140|VCB,Monte Marenzo - bisone via industriale,45.766183,9.445683,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_040,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00504,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00527,FROZEN_GTFS_REFERENCE,L00527,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150,Airuno - elettroadda,45.741433,9.4235,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_014,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00527,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00528,FROZEN_GTFS_REFERENCE,L00528,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150,Calco- arlate - (provinciale),45.723533,9.444067,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_015,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00528,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00638,FROZEN_GTFS_REFERENCE,L00638,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150,Olginate - fornasette,45.768533,9.424833,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_017,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00638,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00728,FROZEN_GTFS_REFERENCE,L00728,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148,Olgiate Molgora - via statale,45.728633,9.400483,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_018,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00728,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00729,FROZEN_GTFS_REFERENCE,L00729,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148|D185,Calco - via virgilio (pensilina asf),45.72495,9.410183,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_019,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00729,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00746,FROZEN_GTFS_REFERENCE,L00746,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D170,Merate - sartirana (cimitero),45.71986,9.4239,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_021,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00746,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00782,FROZEN_GTFS_REFERENCE,L00782,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe',45.744333,9.373583,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_022,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00782,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00803,FROZEN_GTFS_REFERENCE,L00803,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Olgiate Molgora - monticello scarpone,45.7313,9.39015,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_023,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00803,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00804,FROZEN_GTFS_REFERENCE,L00804,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Rovagnate - la pesa,45.737217,9.374867,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_024,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00804,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00871,FROZEN_GTFS_REFERENCE,L00871,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe' - alduno,45.7347,9.382517,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_041,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00871,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00872,FROZEN_GTFS_REFERENCE,L00872,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Perego - s.s. 342/via s.caterina,45.738483,9.362667,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_027,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00872,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00873,FROZEN_GTFS_REFERENCE,L00873,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Hoe',45.7486,9.368017,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_028,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00873,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00878,FROZEN_GTFS_REFERENCE,L00878,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Rovagnate - semaforo,45.737133,9.370467,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_042,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00878,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00879,FROZEN_GTFS_REFERENCE,L00879,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D160|D184,Rovagnate - vinicola ghezzi,45.7398,9.36465,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_030,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00879,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00886,FROZEN_GTFS_REFERENCE,L00886,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D170,Imbersago - arlate (fiorista),45.718283,9.444633,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_031,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00886,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00902,FROZEN_GTFS_REFERENCE,L00902,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148|D184,S.Maria Hoe' - alpino,45.743567,9.374367,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_032,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00902,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00904,FROZEN_GTFS_REFERENCE,L00904,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe' - tremonte/ via trento,45.7426,9.3784,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_025,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00904,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::L00956,FROZEN_GTFS_REFERENCE,L00956,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150,Calco - via nazionale (peugeot),45.7361,9.41931,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_043,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_L00956,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
ASF_OTP::OLGMOA05,ASF_OPERATOR_OTP,OLGMOA05,ASF_AUTOLINEE,2:C_46,Olgiate Molgora - Scarpone,45.73133,9.39012,Olgiate Molgora,Olgiate Molgora,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_OLGMOA05,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_OLGIATE_MOLGORA_SCARPONE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::OLGMOR05,ASF_OPERATOR_OTP,OLGMOR05,ASF_AUTOLINEE,2:C_46,Olgiate Molgora - Scarpone,45.73138,9.38989,Olgiate Molgora,Olgiate Molgora,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_OLGMOR05,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_OLGIATE_MOLGORA_SCARPONE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::OLGMOA06,ASF_OPERATOR_OTP,OLGMOA06,ASF_AUTOLINEE,2:C_46,Olgiate Molgora - Via Della Salute,45.73172,9.39085,Olgiate Molgora,Olgiate Molgora,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_OLGMOA06,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_OLGIATE_MOLGORA_VIA_DELLA_SALUTE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::OLGMOR06,ASF_OPERATOR_OTP,OLGMOR06,ASF_AUTOLINEE,2:C_46,Olgiate Molgora - Via Della Salute,45.73175,9.39086,Olgiate Molgora,Olgiate Molgora,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_OLGMOR06,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_OLGIATE_MOLGORA_VIA_DELLA_SALUTE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::OLGMOA04,ASF_OPERATOR_OTP,OLGMOA04,ASF_AUTOLINEE,2:C_46,Olgiate Molgora - Via Statale,45.72868,9.40047,Olgiate Molgora,Olgiate Molgora,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_OLGMOA04,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_OLGIATE_MOLGORA_VIA_STATALE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::OLGMOR04,ASF_OPERATOR_OTP,OLGMOR04,ASF_AUTOLINEE,2:C_46,Olgiate Molgora - Via Statale,45.72867,9.40052,Olgiate Molgora,Olgiate Molgora,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_OLGMOR04,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_OLGIATE_MOLGORA_VIA_STATALE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
