area_id,area_name,area_municipality,option_class,option_rank_within_class,stop_or_candidate_id,human_label,option_municipality,distance_to_area_anchor_m_geodesic,name_match_strength,name_match_kind,official_routes_reference_gtfs,current_d184_d185_name_membership,road_eligibility_status,field_check_pending,option_semantics
AREA_MONDONICO,Mondonico,Olgiate Molgora,EXISTING_OFFICIAL,3,EX_011,Olgiate Molgora - stazione f.s.,Olgiate Molgora,1177.5,0,NONE,D184|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,EXISTING_OFFICIAL,4,EX_033,S.Maria Hoe' - tremonte/via leopardi,Santa Maria Ho̬,1185.8,0,NONE,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,EXISTING_OFFICIAL,5,EX_023,Olgiate Molgora - monticello scarpone,Olgiate Molgora,1265.9,0,NONE,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,PROPOSED_HYPOTHESIS,1,P2V2S_0125,Mondonico,Olgiate Molgora,72.3,3,EXACT_NORMALIZED,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,PROPOSED_HYPOTHESIS,2,P2V2S_0119,Mondonico,Olgiate Molgora,294.2,3,EXACT_NORMALIZED,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,PROPOSED_HYPOTHESIS,3,P2V2S_0121,Mondonico,Olgiate Molgora,480.4,3,EXACT_NORMALIZED,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,PROPOSED_HYPOTHESIS,4,P2V2S_0124,Caglianello|Mondonico,Olgiate Molgora,255.3,2,CONTAINMENT,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,PROPOSED_HYPOTHESIS,5,P2V2S_0116,Bruggione,Olgiate Molgora,557.4,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,EXISTING_OFFICIAL,1,EX_023,Olgiate Molgora - monticello scarpone,Olgiate Molgora,0.0,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,EXISTING_OFFICIAL,2,EX_023,Olgiate Molgora - monticello scarpone,Olgiate Molgora,9.9,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,EXISTING_OFFICIAL,3,EX_041,S.Maria Hoe' - alduno,Santa Maria Ho̬,708.9,0,NONE,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,EXISTING_OFFICIAL,4,EX_026,S.Maria Hoe' - alduno,Santa Maria Ho̬,747.6,0,NONE,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,EXISTING_OFFICIAL,5,EX_037,S.Maria Hoe' - paese,Santa Maria Ho̬,789.0,0,NONE,D148,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,PROPOSED_HYPOTHESIS,1,P2V2S_0083,Bruggione,Olgiate Molgora,265.9,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,PROPOSED_HYPOTHESIS,2,P2V2S_0093,Bruggione,Olgiate Molgora,412.4,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,PROPOSED_HYPOTHESIS,3,P2V2S_0057,,La Valletta Brianza,461.8,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,PROPOSED_HYPOTHESIS,4,P2V2S_0064,Sara,La Valletta Brianza,493.8,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONTICELLO,Monticello / Scarpone,Olgiate Molgora,PROPOSED_HYPOTHESIS,5,P2V2S_0082,Bruggione,Olgiate Molgora,503.4,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
