cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated
CELL_00801,45.7235,9.42,325.7,Calco,Calco Superiore,12.655,2.44
CELL_00802,45.7235,9.4213,323.3,Calco,Calco Superiore,12.13,2.34
CELL_00803,45.7235,9.4226,322.3,Calco,Calco Superiore,11.337,2.19
CELL_00804,45.7235,9.4239,317.7,Calco,Calco Superiore,10.223,1.98
CELL_00805,45.7235,9.4252,319.4,Calco,Calco Superiore,9.077,1.75
CELL_00806,45.7235,9.4265,321.5,Calco,Calco Superiore,8.015,1.55
CELL_00807,45.7235,9.4278,259.4,Calco,Arlate,14.181,2.74
CELL_00808,45.7235,9.4291,267.3,Calco,Arlate,15.519,3.0
CELL_00809,45.7235,9.4304,270.6,Calco,Arlate,16.016,3.09
CELL_00810,45.7235,9.4317,269.2,Calco,Arlate,16.502,3.19
CELL_00811,45.7235,9.433,267.8,Calco,Arlate,16.269,3.14
CELL_00812,45.7235,9.4343,266.9,Calco,Arlate,15.886,3.07
CELL_00813,45.7235,9.4356,262.9,Calco,Arlate,15.111,2.92
CELL_00814,45.7235,9.4369,263.4,Calco,Arlate,13.755,2.66
CELL_00815,45.7235,9.4382,264.4,Calco,Arlate,12.61,2.44
CELL_00816,45.7235,9.4395,268.2,Calco,Arlate,11.167,2.16
CELL_00817,45.7235,9.4408,269.4,Calco,Arlate,9.646,1.86
CELL_00818,45.7235,9.4421,264.0,Calco,Arlate,8.508,1.64
CELL_00819,45.7235,9.4434,263.6,Calco,Arlate,6.988,1.35
CELL_00820,45.7235,9.4447,267.7,Calco,Arlate,5.896,1.14
CELL_00821,45.7235,9.446,264.5,Calco,Arlate,5.162,1.0
CELL_00822,45.7244,9.3654,362.7,Olgiate Molgora,San Zeno,3.358,0.75
CELL_00823,45.7244,9.3667,364.0,Olgiate Molgora,San Zeno,4.407,0.98
CELL_00824,45.7244,9.368,364.0,Olgiate Molgora,San Zeno,5.449,1.21
CELL_00825,45.7244,9.3693,365.2,Olgiate Molgora,San Zeno,6.5,1.45
CELL_00826,45.7244,9.3706,366.4,Olgiate Molgora,San Zeno,8.176,1.82
CELL_00827,45.7244,9.3719,365.3,Olgiate Molgora,San Zeno,10.016,2.23
CELL_00828,45.7244,9.3732,365.4,Olgiate Molgora,San Zeno,12.425,2.76
CELL_00829,45.7244,9.3745,361.0,Olgiate Molgora,San Zeno,15.51,3.45
CELL_00830,45.7244,9.3758,364.2,Olgiate Molgora,San Zeno,19.62,4.36
CELL_00831,45.7244,9.3771,368.2,Olgiate Molgora,San Zeno,24.323,5.41
CELL_00832,45.7244,9.3784,364.1,Olgiate Molgora,San Zeno,30.083,6.69
CELL_00833,45.7244,9.3797,361.4,Olgiate Molgora,San Zeno,37.324,8.3
CELL_00834,45.7244,9.381,362.3,Olgiate Molgora,San Zeno,46.32,10.3
CELL_00835,45.7244,9.3823,357.8,Olgiate Molgora,San Zeno,51.418,11.44
CELL_00836,45.7244,9.3836,365.1,Olgiate Molgora,San Zeno,43.512,9.68
CELL_00837,45.7244,9.3849,359.0,Olgiate Molgora,San Zeno,34.945,7.77
CELL_00838,45.7244,9.3862,367.2,Olgiate Molgora,San Zeno,28.412,6.32
CELL_00839,45.7244,9.3875,363.5,Olgiate Molgora,San Zeno,22.658,5.04
CELL_00840,45.7244,9.3888,364.6,Olgiate Molgora,San Zeno,18.378,4.09
CELL_00841,45.7244,9.3901,361.2,Olgiate Molgora,San Zeno,14.694,3.27
CELL_00842,45.7244,9.3914,368.2,Olgiate Molgora,San Zeno,11.67,2.6
CELL_00843,45.7244,9.3927,360.0,Olgiate Molgora,San Zeno,9.551,2.12
CELL_00844,45.7244,9.394,359.5,Olgiate Molgora,San Zeno,7.736,1.72
CELL_00845,45.7244,9.3953,364.1,Olgiate Molgora,San Zeno,6.149,1.37
CELL_00846,45.7244,9.3966,286.3,Olgiate Molgora,Olgiate Centro,27.779,6.18
CELL_00847,45.7244,9.3979,283.2,Olgiate Molgora,Olgiate Centro,29.909,6.65
CELL_00848,45.7244,9.3992,286.9,Olgiate Molgora,Olgiate Centro,31.74,7.06
CELL_00849,45.7244,9.4005,279.7,Calco,Calco Centro,37.09,7.17
CELL_00850,45.7244,9.4018,282.0,Calco,Calco Centro,46.157,8.92
CELL_00851,45.7244,9.4031,281.7,Calco,Calco Centro,57.106,11.03
CELL_00852,45.7244,9.4044,281.5,Calco,Calco Centro,70.998,13.72
CELL_00853,45.7244,9.4057,279.6,Calco,Calco Centro,87.506,16.91
CELL_00854,45.7244,9.407,282.6,Calco,Calco Centro,107.115,20.69
CELL_00855,45.7244,9.4083,276.6,Calco,Calco Centro,130.574,25.23
CELL_00856,45.7244,9.4096,279.2,Calco,Calco Centro,155.701,30.08
CELL_00857,45.7244,9.4109,279.9,Calco,Calco Centro,179.485,34.68
CELL_00858,45.7244,9.4122,274.4,Calco,Calco Centro,192.438,37.18
CELL_00859,45.7244,9.4135,275.8,Calco,Calco Centro,185.131,35.77
CELL_00860,45.7244,9.4148,278.1,Calco,Calco Centro,163.697,31.63
CELL_00861,45.7244,9.4161,282.5,Calco,Calco Centro,138.184,26.7
CELL_00862,45.7244,9.4174,274.3,Calco,Calco Centro,113.947,22.01
CELL_00863,45.7244,9.4187,318.8,Calco,Calco Superiore,15.717,3.04
CELL_00864,45.7244,9.42,315.9,Calco,Calco Superiore,15.547,3.0
CELL_00865,45.7244,9.4213,317.3,Calco,Calco Superiore,14.759,2.85
CELL_00866,45.7244,9.4226,320.4,Calco,Calco Superiore,13.495,2.61
CELL_00867,45.7244,9.4239,323.5,Calco,Calco Superiore,12.019,2.32
CELL_00868,45.7244,9.4252,320.0,Calco,Calco Superiore,10.401,2.01
CELL_00869,45.7244,9.4265,317.0,Calco,Calco Superiore,8.901,1.72
CELL_00870,45.7244,9.4278,322.7,Calco,Calco Superiore,7.72,1.49
CELL_00871,45.7244,9.4291,270.0,Calco,Arlate,12.397,2.4
CELL_00872,45.7244,9.4304,265.9,Calco,Arlate,13.183,2.55
CELL_00873,45.7244,9.4317,266.9,Calco,Arlate,13.292,2.57
CELL_00874,45.7244,9.433,274.5,Calco,Arlate,13.447,2.6
CELL_00875,45.7244,9.4343,267.1,Calco,Arlate,12.903,2.49
CELL_00876,45.7244,9.4356,262.9,Calco,Arlate,12.177,2.35
CELL_00877,45.7244,9.4369,267.2,Calco,Arlate,11.166,2.16
CELL_00878,45.7244,9.4382,263.2,Calco,Arlate,10.317,1.99
CELL_00879,45.7244,9.4395,264.3,Calco,Arlate,9.073,1.75
CELL_00880,45.7244,9.4408,263.0,Calco,Arlate,8.296,1.6
CELL_00881,45.7244,9.4421,270.5,Calco,Arlate,7.316,1.41
CELL_00882,45.7244,9.4434,260.0,Calco,Arlate,6.201,1.2
CELL_00883,45.7244,9.4447,269.4,Calco,Arlate,5.281,1.02
CELL_00884,45.7253,9.3654,366.0,Olgiate Molgora,San Zeno,3.573,0.79
CELL_00885,45.7253,9.3667,361.5,Olgiate Molgora,San Zeno,4.478,1.0
CELL_00886,45.7253,9.368,366.8,Olgiate Molgora,San Zeno,5.169,1.15
CELL_00887,45.7253,9.3693,365.7,Olgiate Molgora,San Zeno,6.497,1.45
CELL_00888,45.7253,9.3706,365.2,Olgiate Molgora,San Zeno,8.215,1.83
CELL_00889,45.7253,9.3719,367.4,Olgiate Molgora,San Zeno,10.28,2.29
CELL_00890,45.7253,9.3732,363.5,Olgiate Molgora,San Zeno,12.501,2.78
CELL_00891,45.7253,9.3745,364.4,Olgiate Molgora,San Zeno,15.449,3.44
CELL_00892,45.7253,9.3758,366.2,Olgiate Molgora,San Zeno,19.266,4.29
CELL_00893,45.7253,9.3771,360.4,Olgiate Molgora,San Zeno,24.178,5.38
CELL_00894,45.7253,9.3784,363.9,Olgiate Molgora,San Zeno,29.954,6.66
CELL_00895,45.7253,9.3797,365.6,Olgiate Molgora,San Zeno,37.074,8.25
CELL_00896,45.7253,9.381,366.1,Olgiate Molgora,San Zeno,45.766,10.18
CELL_00897,45.7253,9.3823,361.4,Olgiate Molgora,San Zeno,50.283,11.18
CELL_00898,45.7253,9.3836,364.9,Olgiate Molgora,San Zeno,42.938,9.55
CELL_00899,45.7253,9.3849,368.5,Olgiate Molgora,San Zeno,34.819,7.74
CELL_00900,45.7253,9.3862,366.3,Olgiate Molgora,San Zeno,28.206,6.27
CELL_00901,45.7253,9.3875,366.3,Olgiate Molgora,San Zeno,22.679,5.04
CELL_00902,45.7253,9.3888,362.2,Olgiate Molgora,San Zeno,18.222,4.05
CELL_00903,45.7253,9.3901,368.7,Olgiate Molgora,San Zeno,14.611,3.25
CELL_00904,45.7253,9.3914,364.7,Olgiate Molgora,San Zeno,11.94,2.66
CELL_00905,45.7253,9.3927,359.3,Olgiate Molgora,San Zeno,9.29,2.07
CELL_00906,45.7253,9.394,360.5,Olgiate Molgora,San Zeno,7.778,1.73
CELL_00907,45.7253,9.3953,284.0,Olgiate Molgora,Olgiate Centro,30.136,6.7
CELL_00908,45.7253,9.3966,290.1,Olgiate Molgora,Olgiate Centro,33.589,7.47
CELL_00909,45.7253,9.3979,286.8,Olgiate Molgora,Olgiate Centro,36.677,8.16
CELL_00910,45.7253,9.3992,285.4,Olgiate Molgora,Olgiate Centro,39.385,8.76
CELL_00911,45.7253,9.4005,284.8,Olgiate Molgora,Olgiate Centro,41.054,9.13
CELL_00912,45.7253,9.4018,277.9,Calco,Calco Centro,47.948,9.26
CELL_00913,45.7253,9.4031,279.0,Calco,Calco Centro,59.714,11.54
CELL_00914,45.7253,9.4044,278.8,Calco,Calco Centro,74.492,14.39
CELL_00915,45.7253,9.4057,278.3,Calco,Calco Centro,93.06,17.98
CELL_00916,45.7253,9.407,279.2,Calco,Calco Centro,115.252,22.27
CELL_00917,45.7253,9.4083,280.4,Calco,Calco Centro,143.164,27.66
CELL_00918,45.7253,9.4096,282.8,Calco,Calco Centro,176.403,34.08
CELL_00919,45.7253,9.4109,281.3,Calco,Calco Centro,212.937,41.14
CELL_00920,45.7253,9.4122,279.7,Calco,Calco Centro,239.384,46.25
CELL_00921,45.7253,9.4135,281.5,Calco,Calco Centro,223.778,43.23
CELL_00922,45.7253,9.4148,278.0,Calco,Calco Centro,187.284,36.18
CELL_00923,45.7253,9.4161,277.2,Calco,Calco Centro,152.549,29.47
CELL_00924,45.7253,9.4174,275.0,Calco,Calco Centro,123.547,23.87
CELL_00925,45.7253,9.4187,317.9,Calco,Calco Superiore,19.433,3.75
CELL_00926,45.7253,9.42,313.3,Calco,Calco Superiore,19.378,3.74
CELL_00927,45.7253,9.4213,313.4,Calco,Calco Superiore,18.047,3.49
CELL_00928,45.7253,9.4226,324.7,Calco,Calco Superiore,16.506,3.19
CELL_00929,45.7253,9.4239,321.0,Calco,Calco Superiore,14.456,2.79
CELL_00930,45.7253,9.4252,316.9,Calco,Calco Superiore,12.473,2.41
CELL_00931,45.7253,9.4265,320.6,Calco,Calco Superiore,10.166,1.96
CELL_00932,45.7253,9.4278,324.3,Calco,Calco Superiore,8.701,1.68
CELL_00933,45.7253,9.4291,316.3,Calco,Calco Superiore,6.989,1.35
CELL_00934,45.7253,9.4304,316.0,Calco,Calco Superiore,5.738,1.11
CELL_00935,45.7253,9.4317,272.3,Calco,Arlate,10.623,2.05
CELL_00936,45.7253,9.433,265.4,Calco,Arlate,10.712,2.07
CELL_00937,45.7253,9.4343,260.9,Calco,Arlate,10.464,2.02
CELL_00938,45.7253,9.4356,265.1,Calco,Arlate,10.079,1.95
CELL_00939,45.7253,9.4369,268.9,Calco,Arlate,9.274,1.79
CELL_00940,45.7253,9.4382,267.7,Calco,Arlate,8.389,1.62
CELL_00941,45.7253,9.4395,269.5,Calco,Arlate,7.792,1.51
CELL_00942,45.7253,9.4408,270.5,Calco,Arlate,6.96,1.34
CELL_00943,45.7253,9.4421,271.4,Calco,Arlate,6.201,1.2
CELL_00944,45.7253,9.4434,269.3,Calco,Arlate,5.163,1.0
CELL_00945,45.7253,9.4447,265.9,Calco,Arlate,4.488,0.87
CELL_00946,45.7262,9.3654,360.1,Olgiate Molgora,San Zeno,3.304,0.73
CELL_00947,45.7262,9.3667,361.7,Olgiate Molgora,San Zeno,4.123,0.92
CELL_00948,45.7262,9.368,364.7,Olgiate Molgora,San Zeno,5.431,1.21
CELL_00949,45.7262,9.3693,362.3,Olgiate Molgora,San Zeno,6.485,1.44
CELL_00950,45.7262,9.3706,364.6,Olgiate Molgora,San Zeno,7.957,1.77
CELL_00951,45.7262,9.3719,370.5,Olgiate Molgora,San Zeno,9.823,2.18
CELL_00952,45.7262,9.3732,369.8,Olgiate Molgora,San Zeno,12.229,2.72
CELL_00953,45.7262,9.3745,365.8,Olgiate Molgora,San Zeno,14.912,3.32
CELL_00954,45.7262,9.3758,363.9,Olgiate Molgora,San Zeno,18.503,4.12
CELL_00955,45.7262,9.3771,363.7,Olgiate Molgora,San Zeno,22.962,5.11
CELL_00956,45.7262,9.3784,367.2,Olgiate Molgora,San Zeno,28.113,6.25
CELL_00957,45.7262,9.3797,368.1,Olgiate Molgora,San Zeno,33.601,7.47
CELL_00958,45.7262,9.381,361.2,Olgiate Molgora,San Zeno,38.699,8.61
CELL_00959,45.7262,9.3823,363.3,Olgiate Molgora,San Zeno,40.636,9.04
CELL_00960,45.7262,9.3836,372.0,Olgiate Molgora,San Zeno,37.211,8.28
CELL_00961,45.7262,9.3849,363.8,Olgiate Molgora,San Zeno,31.837,7.08
CELL_00962,45.7262,9.3862,362.4,Olgiate Molgora,San Zeno,26.251,5.84
CELL_00963,45.7262,9.3875,356.1,Olgiate Molgora,San Zeno,21.303,4.74
CELL_00964,45.7262,9.3888,365.4,Olgiate Molgora,San Zeno,17.344,3.86
CELL_00965,45.7262,9.3901,371.2,Olgiate Molgora,San Zeno,13.971,3.11
CELL_00966,45.7262,9.3914,367.6,Olgiate Molgora,San Zeno,11.566,2.57
CELL_00967,45.7262,9.3927,366.4,Olgiate Molgora,San Zeno,9.179,2.04
CELL_00968,45.7262,9.394,366.9,Olgiate Molgora,San Zeno,7.327,1.63
CELL_00969,45.7262,9.3953,282.9,Olgiate Molgora,Olgiate Centro,36.198,8.05
CELL_00970,45.7262,9.3966,280.0,Olgiate Molgora,Olgiate Centro,41.038,9.13
CELL_00971,45.7262,9.3979,287.2,Olgiate Molgora,Olgiate Centro,45.107,10.03
CELL_00972,45.7262,9.3992,280.1,Olgiate Molgora,Olgiate Centro,48.494,10.79
CELL_00973,45.7262,9.4005,289.1,Olgiate Molgora,Olgiate Centro,50.974,11.34
CELL_00974,45.7262,9.4018,282.5,Olgiate Molgora,Olgiate Centro,51.922,11.55
CELL_00975,45.7262,9.4031,274.3,Calco,Calco Centro,60.731,11.73
CELL_00976,45.7262,9.4044,280.9,Calco,Calco Centro,75.743,14.63
CELL_00977,45.7262,9.4057,280.7,Calco,Calco Centro,94.708,18.3
CELL_00978,45.7262,9.407,281.0,Calco,Calco Centro,118.5,22.89
CELL_00979,45.7262,9.4083,277.7,Calco,Calco Centro,148.017,28.6
CELL_00980,45.7262,9.4096,277.4,Calco,Calco Centro,184.876,35.72
CELL_00981,45.7262,9.4109,279.7,Calco,Calco Centro,230.923,44.61
CELL_00982,45.7262,9.4122,279.0,Calco,Calco Centro,288.654,55.77
CELL_00983,45.7262,9.4135,271.6,Calco,Calco Centro,247.405,47.8
CELL_00984,45.7262,9.4148,279.3,Calco,Calco Centro,197.964,38.25
CELL_00985,45.7262,9.4161,281.9,Calco,Calco Centro,158.571,30.64
CELL_00986,45.7262,9.4174,320.5,Calco,Calco Superiore,22.568,4.36
CELL_00987,45.7262,9.4187,320.6,Calco,Calco Superiore,24.001,4.64
CELL_00988,45.7262,9.42,317.6,Calco,Calco Superiore,23.918,4.62
CELL_00989,45.7262,9.4213,320.6,Calco,Calco Superiore,22.12,4.27
CELL_00990,45.7262,9.4226,324.4,Calco,Calco Superiore,19.472,3.76
CELL_00991,45.7262,9.4239,319.1,Calco,Calco Superiore,16.659,3.22
CELL_00992,45.7262,9.4252,320.7,Calco,Calco Superiore,13.794,2.66
CELL_00993,45.7262,9.4265,317.3,Calco,Calco Superiore,11.595,2.24
CELL_00994,45.7262,9.4278,316.8,Calco,Calco Superiore,9.545,1.84
CELL_00995,45.7262,9.4291,319.9,Calco,Calco Superiore,7.906,1.53
CELL_00996,45.7262,9.4304,316.8,Calco,Calco Superiore,6.537,1.26
CELL_00997,45.7262,9.4317,316.0,Calco,Calco Superiore,5.35,1.03
CELL_00998,45.7262,9.433,269.1,Calco,Arlate,8.773,1.69
CELL_00999,45.7262,9.4343,266.1,Calco,Arlate,8.422,1.63
CELL_01000,45.7262,9.4356,263.9,Calco,Arlate,8.085,1.56
CELL_01001,45.7262,9.4369,267.3,Calco,Arlate,7.631,1.47
CELL_01002,45.7262,9.4382,267.5,Calco,Arlate,6.994,1.35
CELL_01003,45.7262,9.4395,265.8,Calco,Arlate,6.292,1.22
CELL_01004,45.7262,9.4408,268.6,Calco,Arlate,5.835,1.13
CELL_01005,45.7262,9.4421,269.3,Calco,Arlate,5.201,1.0
CELL_01006,45.7271,9.3641,337.6,La Valletta Brianza,Rovagnate,11.113,2.43
CELL_01007,45.7271,9.3654,365.1,Olgiate Molgora,San Zeno,3.416,0.76
CELL_01008,45.7271,9.3667,370.7,Olgiate Molgora,San Zeno,3.967,0.88
CELL_01009,45.7271,9.368,364.7,Olgiate Molgora,San Zeno,5.238,1.17
CELL_01010,45.7271,9.3693,361.5,Olgiate Molgora,San Zeno,6.211,1.38
CELL_01011,45.7271,9.3706,369.4,Olgiate Molgora,San Zeno,7.419,1.65
CELL_01012,45.7271,9.3719,367.3,Olgiate Molgora,San Zeno,9.458,2.1
CELL_01013,45.7271,9.3732,368.1,Olgiate Molgora,San Zeno,11.431,2.54
CELL_01014,45.7271,9.3745,364.5,Olgiate Molgora,San Zeno,13.844,3.08
CELL_01015,45.7271,9.3758,364.9,Olgiate Molgora,San Zeno,17.015,3.78
CELL_01016,45.7271,9.3771,369.1,Olgiate Molgora,San Zeno,20.693,4.6
CELL_01017,45.7271,9.3784,355.7,Olgiate Molgora,San Zeno,24.746,5.5
CELL_01018,45.7271,9.3797,362.1,Olgiate Molgora,San Zeno,28.462,6.33
CELL_01019,45.7271,9.381,365.2,Olgiate Molgora,San Zeno,31.569,7.02
CELL_01020,45.7271,9.3823,367.9,Olgiate Molgora,San Zeno,32.52,7.23
CELL_01021,45.7271,9.3836,372.8,Olgiate Molgora,San Zeno,31.048,6.91
CELL_01022,45.7271,9.3849,366.3,Olgiate Molgora,San Zeno,27.457,6.11
CELL_01023,45.7271,9.3862,364.4,Olgiate Molgora,San Zeno,23.438,5.21
CELL_01024,45.7271,9.3875,365.5,Olgiate Molgora,San Zeno,19.39,4.31
CELL_01025,45.7271,9.3888,361.7,Olgiate Molgora,San Zeno,16.271,3.62
CELL_01026,45.7271,9.3901,360.8,Olgiate Molgora,San Zeno,13.379,2.98
CELL_01027,45.7271,9.3914,365.6,Olgiate Molgora,San Zeno,10.826,2.41
CELL_01028,45.7271,9.3927,368.2,Olgiate Molgora,San Zeno,8.655,1.93
CELL_01029,45.7271,9.394,285.3,Olgiate Molgora,Olgiate Centro,37.286,8.29
CELL_01030,45.7271,9.3953,285.0,Olgiate Molgora,Olgiate Centro,43.416,9.66
CELL_01031,45.7271,9.3966,282.4,Olgiate Molgora,Olgiate Centro,49.29,10.96
CELL_01032,45.7271,9.3979,284.3,Olgiate Molgora,Olgiate Centro,55.027,12.24
CELL_01033,45.7271,9.3992,283.1,Olgiate Molgora,Olgiate Centro,59.793,13.3
CELL_01034,45.7271,9.4005,284.1,Olgiate Molgora,Olgiate Centro,63.195,14.06
CELL_01035,45.7271,9.4018,289.4,Olgiate Molgora,Olgiate Centro,64.503,14.35
CELL_01036,45.7271,9.4031,283.6,Olgiate Molgora,Olgiate Centro,64.049,14.25
CELL_01037,45.7271,9.4044,278.9,Calco,Calco Centro,74.622,14.42
CELL_01038,45.7271,9.4057,280.5,Calco,Calco Centro,92.953,17.96
CELL_01039,45.7271,9.407,280.4,Calco,Calco Centro,115.412,22.3
CELL_01040,45.7271,9.4083,281.8,Calco,Calco Centro,143.251,27.68
CELL_01041,45.7271,9.4096,278.8,Calco,Calco Centro,176.066,34.02
CELL_01042,45.7271,9.4109,274.4,Calco,Calco Centro,213.049,41.16
CELL_01043,45.7271,9.4122,278.8,Calco,Calco Centro,239.035,46.18
CELL_01044,45.7271,9.4135,281.9,Calco,Calco Centro,223.671,43.21
CELL_01045,45.7271,9.4148,282.4,Calco,Calco Centro,187.21,36.17
CELL_01046,45.7271,9.4161,279.6,Calco,Calco Centro,152.9,29.54
CELL_01047,45.7271,9.4174,324.4,Calco,Calco Superiore,27.58,5.33
CELL_01048,45.7271,9.4187,314.9,Calco,Calco Superiore,29.77,5.75
CELL_01049,45.7271,9.42,320.5,Calco,Calco Superiore,29.379,5.68
CELL_01050,45.7271,9.4213,317.3,Calco,Calco Superiore,26.402,5.1
CELL_01051,45.7271,9.4226,317.4,Calco,Calco Superiore,22.546,4.36
CELL_01052,45.7271,9.4239,318.5,Calco,Calco Superiore,18.711,3.61
CELL_01053,45.7271,9.4252,320.2,Calco,Calco Superiore,15.361,2.97
CELL_01054,45.7271,9.4265,317.6,Calco,Calco Superiore,12.541,2.42
CELL_01055,45.7271,9.4278,316.3,Calco,Calco Superiore,10.078,1.95
CELL_01056,45.7271,9.4291,319.1,Calco,Calco Superiore,8.201,1.58
CELL_01057,45.7271,9.4304,324.3,Calco,Calco Superiore,6.958,1.34
CELL_01058,45.7271,9.4317,318.6,Calco,Calco Superiore,5.499,1.06
CELL_01059,45.7271,9.433,315.2,Calco,Calco Superiore,4.639,0.9
CELL_01060,45.7271,9.4343,247.6,Brivio,Beverate,10.085,1.46
CELL_01061,45.7271,9.4356,264.0,Calco,Arlate,6.421,1.24
CELL_01062,45.7271,9.4369,273.4,Calco,Arlate,6.162,1.19
CELL_01063,45.7271,9.4382,265.3,Calco,Arlate,5.679,1.1
CELL_01064,45.7271,9.4395,268.4,Calco,Arlate,5.36,1.04
CELL_01065,45.7271,9.4408,274.2,Calco,Arlate,4.715,0.91
CELL_01066,45.728,9.3615,338.6,La Valletta Brianza,Rovagnate,11.364,2.48
CELL_01067,45.728,9.3628,336.4,La Valletta Brianza,Rovagnate,12.534,2.74
CELL_01068,45.728,9.3641,336.3,La Valletta Brianza,Rovagnate,13.73,3.0
CELL_01069,45.728,9.3654,337.1,La Valletta Brianza,Rovagnate,14.657,3.2
CELL_01070,45.728,9.3667,338.5,La Valletta Brianza,Rovagnate,15.192,3.32
CELL_01071,45.728,9.368,360.1,Olgiate Molgora,San Zeno,4.82,1.07
CELL_01072,45.728,9.3693,363.8,Olgiate Molgora,San Zeno,5.724,1.27
CELL_01073,45.728,9.3706,358.8,Olgiate Molgora,San Zeno,7.207,1.6
CELL_01074,45.728,9.3719,366.6,Olgiate Molgora,San Zeno,8.573,1.91
CELL_01075,45.728,9.3732,361.9,Olgiate Molgora,San Zeno,10.405,2.31
CELL_01076,45.728,9.3745,366.6,Olgiate Molgora,San Zeno,12.804,2.85
CELL_01077,45.728,9.3758,366.5,Olgiate Molgora,San Zeno,15.389,3.42
CELL_01078,45.728,9.3771,367.6,Olgiate Molgora,San Zeno,17.963,4.0
CELL_01079,45.728,9.3784,365.8,Olgiate Molgora,San Zeno,20.959,4.66
CELL_01080,45.728,9.3797,365.2,Olgiate Molgora,San Zeno,23.751,5.28
CELL_01081,45.728,9.381,368.2,Olgiate Molgora,San Zeno,25.862,5.75
CELL_01082,45.728,9.3823,361.3,Olgiate Molgora,San Zeno,26.208,5.83
CELL_01083,45.728,9.3836,368.4,Olgiate Molgora,San Zeno,25.231,5.61
CELL_01084,45.728,9.3849,364.7,Olgiate Molgora,San Zeno,22.951,5.11
CELL_01085,45.728,9.3862,361.9,Olgiate Molgora,San Zeno,20.268,4.51
CELL_01086,45.728,9.3875,358.9,Olgiate Molgora,San Zeno,17.176,3.82
CELL_01087,45.728,9.3888,366.8,Olgiate Molgora,San Zeno,14.52,3.23
CELL_01088,45.728,9.3901,364.0,Olgiate Molgora,San Zeno,11.996,2.67
CELL_01089,45.728,9.3914,365.9,Olgiate Molgora,San Zeno,10.06,2.24
CELL_01090,45.728,9.3927,364.3,Olgiate Molgora,San Zeno,8.256,1.84
CELL_01091,45.728,9.394,287.2,Olgiate Molgora,Olgiate Centro,43.706,9.72
CELL_01092,45.728,9.3953,286.0,Olgiate Molgora,Olgiate Centro,51.213,11.39
CELL_01093,45.728,9.3966,288.4,Olgiate Molgora,Olgiate Centro,58.897,13.1
CELL_01094,45.728,9.3979,283.9,Olgiate Molgora,Olgiate Centro,66.813,14.86
CELL_01095,45.728,9.3992,294.8,Olgiate Molgora,Olgiate Centro,73.469,16.34
CELL_01096,45.728,9.4005,283.4,Olgiate Molgora,Olgiate Centro,78.227,17.4
CELL_01097,45.728,9.4018,286.4,Olgiate Molgora,Olgiate Centro,80.6,17.93
CELL_01098,45.728,9.4031,288.6,Olgiate Molgora,Olgiate Centro,79.553,17.7
CELL_01099,45.728,9.4044,283.0,Olgiate Molgora,Olgiate Centro,75.457,16.78
CELL_01100,45.728,9.4057,284.0,Calco,Calco Centro,87.573,16.92
CELL_01101,45.728,9.407,278.1,Calco,Calco Centro,107.102,20.69
CELL_01102,45.728,9.4083,276.3,Calco,Calco Centro,130.451,25.2
CELL_01103,45.728,9.4096,284.3,Calco,Calco Centro,156.064,30.15
CELL_01104,45.728,9.4109,279.7,Calco,Calco Centro,179.444,34.67
CELL_01105,45.728,9.4122,281.0,Calco,Calco Centro,192.222,37.14
CELL_01106,45.728,9.4135,281.8,Calco,Calco Centro,185.2,35.78
CELL_01107,45.728,9.4148,278.1,Calco,Calco Centro,163.706,31.63
CELL_01108,45.728,9.4161,318.7,Calco,Calco Superiore,26.375,5.1
CELL_01109,45.728,9.4174,321.7,Calco,Calco Superiore,32.031,6.19
CELL_01110,45.728,9.4187,322.4,Calco,Calco Superiore,37.046,7.16
CELL_01111,45.728,9.42,320.7,Calco,Calco Superiore,36.258,7.01
CELL_01112,45.728,9.4213,316.0,Calco,Calco Superiore,30.684,5.93
CELL_01113,45.728,9.4226,318.3,Calco,Calco Superiore,25.001,4.83
CELL_01114,45.728,9.4239,320.2,Calco,Calco Superiore,20.501,3.96
CELL_01115,45.728,9.4252,321.2,Calco,Calco Superiore,16.594,3.21
CELL_01116,45.728,9.4265,318.8,Calco,Calco Superiore,13.157,2.54
CELL_01117,45.728,9.4278,325.3,Calco,Calco Superiore,10.707,2.07
CELL_01118,45.728,9.4291,315.2,Calco,Calco Superiore,8.753,1.69
CELL_01119,45.728,9.4304,324.0,Calco,Calco Superiore,7.006,1.35
CELL_01120,45.728,9.4317,246.9,Brivio,Beverate,15.699,2.28
CELL_01121,45.728,9.433,245.1,Brivio,Beverate,13.692,1.99
CELL_01122,45.728,9.4343,245.8,Brivio,Beverate,11.642,1.69
CELL_01123,45.728,9.4356,246.0,Brivio,Beverate,9.891,1.43
CELL_01124,45.728,9.4369,247.4,Brivio,Beverate,8.482,1.23
CELL_01125,45.728,9.4382,245.5,Brivio,Beverate,7.252,1.05
CELL_01126,45.7289,9.3589,340.6,La Valletta Brianza,Rovagnate,10.831,2.37
CELL_01127,45.7289,9.3602,334.6,La Valletta Brianza,Rovagnate,12.39,2.71
CELL_01128,45.7289,9.3615,335.6,La Valletta Brianza,Rovagnate,13.992,3.06
CELL_01129,45.7289,9.3628,340.4,La Valletta Brianza,Rovagnate,15.427,3.37
CELL_01130,45.7289,9.3641,336.0,La Valletta Brianza,Rovagnate,16.664,3.64
