route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,SANS,LL001406,"LECCO Laorca, Valpozza",LL001406,0,26i_B_R,L001A2,1,1
1,SANS,LL001407,"LECCO Chiuso, Bergamo",LL001407,1,26i_A_R,L001R2,1,1
1,SANS,LL001408,"LECCO Laorca, Valpozza",LL001408,0,26i_A_R,L001A2,1,1
1,SANS,LL001409,"VERCURAGO Cimitero",LL001409,1,26i_B_R,L001R3,1,1
1,SANS,LL001410,"LECCO Laorca, Valpozza",LL001410,0,26i_B_R,L001A3,1,1
1,SANS,LL001411,"VERCURAGO Cimitero",LL001411,1,26i_C_R,L001R3,1,1
1,SANS,LL001412,"LECCO Quarto",LL001412,0,26i_C_R,L001A5,1,1
1,SANS,LL001413,"VERCURAGO Cimitero",LL001413,1,26i_A_R,L001R3,1,1
1,SANS,LL001414,"LECCO Laorca, Valpozza",LL001414,0,26i_A_R,L001A3,1,1
1,SANS,LL001415,"LECCO Chiuso, Bergamo",LL001415,1,26i_B_R,L001R2,1,1
1,SANS,LL001416,"LECCO Laorca, Valpozza",LL001416,0,26i_B_R,L001A2,1,1
1,SANS,LL001417,"LECCO Chiuso, Bergamo",LL001417,1,26i_C_R,L001R6,1,1
1,SANS,LL001418,"LECCO Laorca, Valpozza",LL001418,0,26i_C_R,L001A2,1,1
1,SANS,LL001419,"VERCURAGO Cimitero",LL001419,1,26i_A_R,L001R3,1,1
1,SANS,LL001420,"LECCO Quarto",LL001420,0,26i_A_R,L001A5,1,1
1,SANS,LL001421,"LECCO Chiuso, Bergamo",LL001421,1,26i_B_R,L001R2,1,1
1,SANS,LL001422,"LECCO Laorca, Valpozza",LL001422,0,26i_B_R,L001A2,1,1
1,SANS,LL001423,"LECCO Chiuso, Bergamo",LL001423,1,26i_C_R,L001R2,1,1
1,SANS,LL001424,"LECCO Laorca, Valpozza",LL001424,0,26i_C_R,L001A2,1,1
1,SANS,LL001425,"VERCURAGO Cimitero",LL001425,1,26i_A_R,L001R5,1,1
1,SANS,LL001426,"LECCO Laorca, Valpozza",LL001426,0,26i_A_R,L001A3,1,1
1,SANS,LL001427,"VERCURAGO Cimitero",LL001427,1,26i_B_R,L001R3,1,1
1,SANS,LL001428,"LECCO Quarto",LL001428,0,26i_B_R,L001A5,1,1
1,SANS,LL001429,"VERCURAGO Cimitero",LL001429,1,26i_C_R,L001R3,1,1
1,SANS,LL001430,"LECCO Laorca, Valpozza",LL001430,0,26i_C_R,L001A3,1,1
1,SANS,LL001431,"LECCO Chiuso, Bergamo",LL001431,1,26i_A_R,L001R2,1,1
1,SANS,LL001432,"LECCO Laorca, Valpozza",LL001432,0,26i_A_R,L001A2,1,1
1,SANS,LL001433,"VERCURAGO Cimitero",LL001433,1,26i_B_R,L001R5,1,1
1,SANS,LL001434,"LECCO Laorca, Valpozza",LL001434,0,26i_B_R,L001A3,1,1
1,SANS,LL001435,"LECCO Chiuso, Bergamo",LL001435,1,26i_C_R,L001R2,1,1
1,SANS,LL001436,"LECCO Laorca, Valpozza",LL001436,0,26i_C_R,L001A2,1,1
1,SANS,LL001437,"LECCO Chiuso, Bergamo",LL001437,1,26i_A_R,L001R2,1,1
1,SANS,LL001438,"LECCO Laorca, Valpozza",LL001438,0,26i_A_R,L001A2,1,1
1,SANS,LL001439,"VERCURAGO Cimitero",LL001439,1,26i_B_R,L001R3,1,1
1,SANS,LL001440,"LECCO Quarto",LL001440,0,26i_B_R,L001A5,1,1
1,SANS,LL001441,"LECCO Chiuso, Bergamo",LL001441,1,26i_C_R,L001R2,1,1
1,SANS,LL001442,"LECCO Laorca, Valpozza",LL001442,0,26i_C_R,L001A2,1,1
1,SANS,LL001443,"VERCURAGO Cimitero",LL001443,1,26i_A_R,L001R3,1,1
1,SANS,LL001444,"LECCO Quarto",LL001444,0,26i_A_R,L001A5,1,1
1,SANS,LL001445,"LECCO Chiuso, Bergamo",LL001445,1,26i_B_R,L001R6,1,1
1,SANS,LL001446,"LECCO Laorca, Valpozza",LL001446,0,26i_B_R,L001A2,1,1
1,SANS,LL001447,"VERCURAGO Cimitero",LL001447,1,26i_C_R,L001R3,1,1
1,SANS,LL001448,"LECCO Laorca, Valpozza",LL001448,0,26i_C_R,L001A3,1,1
1,SANS,LL001449,"LECCO Chiuso, Bergamo",LL001449,1,26i_A_R,L001R6,1,1
1,SANS,LL001450,"LECCO Laorca, Valpozza",LL001450,0,26i_A_R,L001A2,1,1
1,SANS,LL001451,"VERCURAGO Cimitero",LL001451,1,26i_B_R,L001R3,1,1
1,SANS,LL001452,"LECCO Quarto",LL001452,0,26i_B_R,L001A5,1,1
1,SANS,LL001453,"LECCO Chiuso, Bergamo",LL001453,1,26i_C_R,L001R2,1,1
1,SANS,LL001454,"LECCO Laorca, Valpozza",LL001454,0,26i_C_R,L001A2,1,1
1,SANS,LL001455,"VERCURAGO Cimitero",LL001455,1,26i_A_R,L001R3,1,1
1,SANS,LL001456,"LECCO Laorca, Valpozza",LL001456,0,26i_A_R,L001A3,1,1
1,SANS,LL001457,"LECCO Chiuso, Bergamo",LL001457,1,26i_B_R,L001R6,1,1
1,SANS,LL001458,"LECCO Laorca, Valpozza",LL001458,0,26i_B_R,L001A2,1,1
1,SANS,LL001459,"VERCURAGO Cimitero",LL001459,1,26i_C_R,L001R3,1,1
1,SANS,LL001460,"LECCO Laorca, Valpozza",LL001460,0,26i_C_R,L001A3,1,1
1,SANS,LL001461,"LECCO Chiuso, Bergamo",LL001461,1,26i_A_R,L001R2,1,1
1,SANS,LL001462,"LECCO Laorca, Valpozza",LL001462,0,26i_A_R,L001A2,1,1
1,SANS,LL001463,"VERCURAGO Cimitero",LL001463,1,26i_B_R,L001R3,1,1
1,SANS,LL001464,"LECCO Laorca, Valpozza",LL001464,0,26i_B_R,L001A3,1,1
1,SANS,LL001465,"LECCO Chiuso, Bergamo",LL001465,1,26i_C_R,L001R2,1,1
1,SANS,LL001466,"LECCO Laorca, Valpozza",LL001466,0,26i_Fs_R,L001A3,1,1
1,SANS,LL001467,"LECCO Chiuso, Bergamo",LL001467,1,26i_A_R,L001R2,1,1
1,SANS,LL001468,"LECCO Laorca, Valpozza",LL001468,0,26i_Gs_R,L001A2,1,1
1,SANS,LL001469,"LECCO Chiuso, Bergamo",LL001469,1,26i_Fs_R,L001R2,1,1
1,SANS,LL001470,"LECCO Laorca, Valpozza",LL001470,0,26i_Fs_R,L001A2,1,1
1,SANS,LL001471,"VERCURAGO Cimitero",LL001471,1,26i_Gs_R,L001R3,1,1
1,SANS,LL001472,"LECCO Laorca, Valpozza",LL001472,0,26i_Gs_R,L001A3,1,1
1,SANS,LL001473,"LECCO Chiuso, Bergamo",LL001473,1,26i_Fs_R,L001R2,1,1
1,SANS,LL001474,"LECCO Mazzini",LL001474,0,26i_Fs_R,L001A9,1,1
1,SANS,LL001475,"LECCO Chiuso, Bergamo",LL001475,1,26i_Gs_R,L001R2,1,1
1,FESTi,LL001900,"LECCO Laorca, Valpozza",LL001900,0,26i_Af_F,L001A1,1,1
1,FESTi,LL001901,"LECCO Chiuso, Bergamo",LL001901,1,26i_Bf_F,L001R1,1,1
1,FESTi,LL001902,"LECCO Laorca, Valpozza",LL001902,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001903,"LECCO Chiuso, Bergamo",LL001903,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001904,"LECCO Laorca, Valpozza",LL001904,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001905,"LECCO Chiuso, Bergamo",LL001905,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001906,"LECCO Laorca, Valpozza",LL001906,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001907,"LECCO Chiuso, Bergamo",LL001907,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001908,"LECCO Laorca, Valpozza",LL001908,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001909,"LECCO Chiuso, Bergamo",LL001909,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001910,"LECCO Laorca, Valpozza",LL001910,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001911,"LECCO Chiuso, Bergamo",LL001911,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001912,"LECCO Laorca, Valpozza",LL001912,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001913,"LECCO Chiuso, Bergamo",LL001913,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001914,"LECCO Laorca, Valpozza",LL001914,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001915,"LECCO Chiuso, Bergamo",LL001915,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001916,"LECCO Laorca, Valpozza",LL001916,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001917,"LECCO Chiuso, Bergamo",LL001917,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001918,"LECCO Laorca, Valpozza",LL001918,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001919,"LECCO Chiuso, Bergamo",LL001919,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001920,"LECCO Laorca, Valpozza",LL001920,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001921,"LECCO Chiuso, Bergamo",LL001921,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001922,"LECCO Laorca, Valpozza",LL001922,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001923,"LECCO Chiuso, Bergamo",LL001923,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001924,"LECCO Laorca, Valpozza",LL001924,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001925,"LECCO Chiuso, Bergamo",LL001925,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001926,"LECCO Laorca, Valpozza",LL001926,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001927,"LECCO Chiuso, Bergamo",LL001927,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001928,"LECCO Laorca, Valpozza",LL001928,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001929,"LECCO Chiuso, Bergamo",LL001929,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001930,"LECCO Laorca, Valpozza",LL001930,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001931,"LECCO Chiuso, Bergamo",LL001931,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001932,"LECCO Laorca, Valpozza",LL001932,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001933,"LECCO Chiuso, Bergamo",LL001933,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001934,"LECCO Laorca, Valpozza",LL001934,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001935,"LECCO Chiuso, Bergamo",LL001935,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001936,"LECCO Laorca, Valpozza",LL001936,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001937,"LECCO Chiuso, Bergamo",LL001937,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001938,"LECCO Laorca, Valpozza",LL001938,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001939,"LECCO Chiuso, Bergamo",LL001939,1,26i_Af_F,L001R2,1,1
1,FESTi,LL001940,"LECCO Laorca, Valpozza",LL001940,0,26i_Af_F,L001A2,1,1
1,FESTi,LL001941,"LECCO Chiuso, Bergamo",LL001941,1,26i_Bf_F,L001R2,1,1
1,FESTi,LL001942,"LECCO Laorca, Valpozza",LL001942,0,26i_Bf_F,L001A2,1,1
1,FESTi,LL001943,"LECCO Chiuso, Bergamo",LL001943,1,26i_Af_F,L001R2,1,1
2,F5SC,LL002100,"Circ. Destra · LECCO Ospedale",LL002100,0,26i_I_N,L002A1,1,1
2,F5SC,LL002101,"Circ. Destra · LECCO Ospedale",LL002101,0,26i_I_N,L002A2,1,1
2,F5SC,LL002102,"Circ. Destra · LECCO Ospedale",LL002102,0,26i_I_N,L002A2,1,1
2,F5SC,LL002103,"Circ. Destra · LECCO Ospedale",LL002103,0,26i_I_N,L002A2,1,1
2,F5SC,LL002104,"Circ. Destra · LECCO Ospedale",LL002104,0,26i_I_N,L002A2,1,1
2,F5SC,LL002105,"Circ. Destra · LECCO Ospedale",LL002105,0,26i_I_N,L002A2,1,1
2,F5SC,LL002106,"Circ. Destra · LECCO Ospedale",LL002106,0,26i_I_N,L002A2,1,1
2,F5SC,LL002107,"Circ. Destra · LECCO Ospedale",LL002107,0,26i_I_N,L002A2,1,1
2,F5SC,LL002108,"Circ. Destra · LECCO Ospedale",LL002108,0,26i_I_N,L002A2,1,1
2,F5SC,LL002109,"Circ. Destra · LECCO Ospedale",LL002109,0,26i_I_N,L002A2,1,1
2,F5SC,LL002110,"Circ. Destra · LECCO Ospedale",LL002110,0,26i_I_N,L002A2,1,1
2,F5SC,LL002111,"Circ. Destra · LECCO Ospedale",LL002111,0,26i_I_N,L002A2,1,1
2,F5SC,LL002112,"Circ. Destra · LECCO Ospedale",LL002112,0,26i_I_N,L002A2,1,1
2,F5SC,LL002112B,"Circ. Destra · LECCO Ospedale",LL002112B,0,26i_Wm_N,L002A2,1,1
2,F5SC,LL002113,"Circ. Destra · LECCO Ospedale",LL002113,0,26i_I_N,L002A2,1,1
2,F5SC,LL002114,"Circ. Destra · LECCO Ospedale",LL002114,0,26i_I_N,L002A2,1,1
2,F5SC,LL002115,"Circ. Destra · LECCO Ospedale",LL002115,0,26i_I_N,L002A2,1,1
2,F5SC,LL002116,"Circ. Destra · LECCO Ospedale",LL002116,0,26i_I_N,L002A2,1,1
2,F5SC,LL002117,"Circ. Destra · LECCO Ospedale",LL002117,0,26i_I_N,L002A2,1,1
2,F5SC,LL002118,"Circ. Destra · LECCO Ospedale",LL002118,0,26i_I_N,L002A2,1,1
2,F5SC,LL002119,"Circ. Destra · LECCO Ospedale",LL002119,0,26i_I_N,L002A2,1,1
2,F5SC,LL002120,"Circ. Destra · LECCO Ospedale",LL002120,0,26i_I_N,L002A2,1,1
2,F5SC,LL002121,"Circ. Destra · LECCO Ospedale",LL002121,0,26i_I_N,L002A2,1,1
2,F5SC,LL002122,"Circ. Destra · LECCO Ospedale",LL002122,0,26i_I_N,L002A2,1,1
2,F5SC,LL002123,"Circ. Destra · LECCO Ospedale",LL002123,0,26i_I_N,L002A2,1,1
2,F5SC,LL002124,"Circ. Destra · LECCO Ospedale",LL002124,0,26i_I_N,L002A2,1,1
2,F5SC,LL002125,"LECCO Grassi",LL002125,0,26i_I_N,L002A3,1,1
2,F5SC,LL002126B,"Circ. Destra · LECCO FS, Stazione",LL002126B,0,26i_Ls_N,L002A5,1,1
2,F5SC,LL002127B,"Circ. Destra · LECCO FS, Stazione",LL002127B,0,26i_Ls_N,L002A6,1,1
2,F5SC,LL002128B,"Circ. Destra · LECCO FS, Stazione",LL002128B,0,26i_Ls_N,L002A5,1,1
2,F5SC,LL002129B,"Circ. Destra · LECCO FS, Stazione",LL002129B,0,26i_Ls_N,L002A6,1,1
2,SASC,LL002200,"Circ. Destra · LECCO Ospedale",LL002200,0,26i_I_N,L002A1,1,1
2,SASC,LL002201,"Circ. Destra · LECCO Ospedale",LL002201,0,26i_I_N,L002A2,1,1
2,SASC,LL002202,"Circ. Destra · LECCO Ospedale",LL002202,0,26i_I_N,L002A2,1,1
2,SASC,LL002203,"Circ. Destra · LECCO Ospedale",LL002203,0,26i_I_N,L002A2,1,1
2,SASC,LL002204,"Circ. Destra · LECCO Ospedale",LL002204,0,26i_I_N,L002A2,1,1
2,SASC,LL002205,"Circ. Destra · LECCO Ospedale",LL002205,0,26i_I_N,L002A2,1,1
2,SASC,LL002206,"Circ. Destra · LECCO Ospedale",LL002206,0,26i_I_N,L002A2,1,1
2,SASC,LL002207,"Circ. Destra · LECCO Ospedale",LL002207,0,26i_I_N,L002A2,1,1
2,SASC,LL002208,"Circ. Destra · LECCO Ospedale",LL002208,0,26i_I_N,L002A2,1,1
2,SASC,LL002209,"Circ. Destra · LECCO Ospedale",LL002209,0,26i_I_N,L002A2,1,1
2,SASC,LL002210,"Circ. Destra · LECCO Ospedale",LL002210,0,26i_I_N,L002A2,1,1
2,SASC,LL002211,"Circ. Destra · LECCO Ospedale",LL002211,0,26i_I_N,L002A2,1,1
2,SASC,LL002212,"Circ. Destra · LECCO Ospedale",LL002212,0,26i_I_N,L002A2,1,1
2,SASC,LL002212B,"Circ. Destra · LECCO Ospedale",LL002212B,0,26i_Wm_N,L002A2,1,1
2,SASC,LL002213,"Circ. Destra · LECCO Ospedale",LL002213,0,26i_I_N,L002A2,1,1
2,SASC,LL002214,"Circ. Destra · LECCO Ospedale",LL002214,0,26i_I_N,L002A2,1,1
2,SASC,LL002215,"Circ. Destra · LECCO Ospedale",LL002215,0,26i_I_N,L002A2,1,1
2,SASC,LL002216,"Circ. Destra · LECCO Ospedale",LL002216,0,26i_I_N,L002A2,1,1
2,SASC,LL002217,"Circ. Destra · LECCO Ospedale",LL002217,0,26i_I_N,L002A2,1,1
2,SASC,LL002218,"Circ. Destra · LECCO Ospedale",LL002218,0,26i_I_N,L002A2,1,1
2,SASC,LL002219,"Circ. Destra · LECCO Ospedale",LL002219,0,26i_I_N,L002A2,1,1
2,SASC,LL002220,"Circ. Destra · LECCO Ospedale",LL002220,0,26i_I_N,L002A2,1,1
2,SASC,LL002221,"Circ. Destra · LECCO Ospedale",LL002221,0,26i_I_N,L002A2,1,1
2,SASC,LL002222,"Circ. Destra · LECCO Ospedale",LL002222,0,26i_I_N,L002A2,1,1
2,SASC,LL002223,"Circ. Destra · LECCO Ospedale",LL002223,0,26i_I_N,L002A2,1,1
2,SASC,LL002224,"Circ. Destra · LECCO Ospedale",LL002224,0,26i_I_N,L002A2,1,1
2,SASC,LL002225,"LECCO Grassi",LL002225,0,26i_I_N,L002A3,1,1
2,SASC,LL002226B,"Circ. Destra · LECCO FS, Stazione",LL002226B,0,26i_Ls_N,L002A5,1,1
2,SASC,LL002227B,"Circ. Destra · LECCO FS, Stazione",LL002227B,0,26i_Ls_N,L002A6,1,1
2,SASC,LL002228B,"Circ. Destra · LECCO FS, Stazione",LL002228B,0,26i_Ls_N,L002A5,1,1
2,SASC,LL002229B,"Circ. Destra · LECCO FS, Stazione",LL002229B,0,26i_Ls_N,L002A6,1,1
2,F5NS,LL002300,"Circ. Destra · LECCO Ospedale",LL002300,0,26i_I_R,L002A1,1,1
2,F5NS,LL002301,"Circ. Destra · LECCO Ospedale",LL002301,0,26i_I_R,L002A2,1,1
2,F5NS,LL002302,"Circ. Destra · LECCO Ospedale",LL002302,0,26i_I_R,L002A2,1,1
2,F5NS,LL002303,"Circ. Destra · LECCO Ospedale",LL002303,0,26i_I_R,L002A2,1,1
2,F5NS,LL002304,"Circ. Destra · LECCO Ospedale",LL002304,0,26i_I_R,L002A2,1,1
2,F5NS,LL002305,"Circ. Destra · LECCO Ospedale",LL002305,0,26i_I_R,L002A2,1,1
2,F5NS,LL002306,"Circ. Destra · LECCO Ospedale",LL002306,0,26i_I_R,L002A2,1,1
2,F5NS,LL002307,"Circ. Destra · LECCO Ospedale",LL002307,0,26i_I_R,L002A2,1,1
2,F5NS,LL002308,"Circ. Destra · LECCO Ospedale",LL002308,0,26i_I_R,L002A2,1,1
2,F5NS,LL002309,"Circ. Destra · LECCO Ospedale",LL002309,0,26i_I_R,L002A2,1,1
2,F5NS,LL002310,"Circ. Destra · LECCO Ospedale",LL002310,0,26i_I_R,L002A2,1,1
2,F5NS,LL002311,"Circ. Destra · LECCO Ospedale",LL002311,0,26i_I_R,L002A2,1,1
2,F5NS,LL002312,"Circ. Destra · LECCO Ospedale",LL002312,0,26i_I_R,L002A2,1,1
2,F5NS,LL002313,"Circ. Destra · LECCO Ospedale",LL002313,0,26i_I_R,L002A2,1,1
2,F5NS,LL002314,"Circ. Destra · LECCO Ospedale",LL002314,0,26i_I_R,L002A2,1,1
2,F5NS,LL002315,"Circ. Destra · LECCO Ospedale",LL002315,0,26i_I_R,L002A2,1,1
2,F5NS,LL002316,"Circ. Destra · LECCO Ospedale",LL002316,0,26i_I_R,L002A2,1,1
2,F5NS,LL002317,"Circ. Destra · LECCO Ospedale",LL002317,0,26i_I_R,L002A2,1,1
2,F5NS,LL002318,"Circ. Destra · LECCO Ospedale",LL002318,0,26i_I_R,L002A2,1,1
2,F5NS,LL002319,"Circ. Destra · LECCO Ospedale",LL002319,0,26i_I_R,L002A2,1,1
2,F5NS,LL002320,"Circ. Destra · LECCO Ospedale",LL002320,0,26i_I_R,L002A2,1,1
2,F5NS,LL002321,"Circ. Destra · LECCO Ospedale",LL002321,0,26i_I_R,L002A2,1,1
2,F5NS,LL002322,"Circ. Destra · LECCO Ospedale",LL002322,0,26i_I_R,L002A2,1,1
2,F5NS,LL002323,"Circ. Destra · LECCO Ospedale",LL002323,0,26i_I_R,L002A2,1,1
2,F5NS,LL002324,"Circ. Destra · LECCO Ospedale",LL002324,0,26i_I_R,L002A2,1,1
2,F5NS,LL002325,"LECCO Grassi",LL002325,0,26i_I_R,L002A3,1,1
2,F5NS,LL002326B,"Circ. Destra · LECCO FS, Stazione",LL002326B,0,26i_Ls_R,L002A5,1,1
2,F5NS,LL002327B,"Circ. Destra · LECCO FS, Stazione",LL002327B,0,26i_Ls_R,L002A6,1,1
2,F5NS,LL002328B,"Circ. Destra · LECCO FS, Stazione",LL002328B,0,26i_Ls_R,L002A5,1,1
2,F5NS,LL002329B,"Circ. Destra · LECCO FS, Stazione",LL002329B,0,26i_Ls_R,L002A6,1,1
2,SANS,LL002400,"Circ. Destra · LECCO Ospedale",LL002400,0,26i_I_R,L002A1,1,1
2,SANS,LL002401,"Circ. Destra · LECCO Ospedale",LL002401,0,26i_I_R,L002A2,1,1
2,SANS,LL002402,"Circ. Destra · LECCO Ospedale",LL002402,0,26i_I_R,L002A2,1,1
2,SANS,LL002403,"Circ. Destra · LECCO Ospedale",LL002403,0,26i_I_R,L002A2,1,1
2,SANS,LL002404,"Circ. Destra · LECCO Ospedale",LL002404,0,26i_I_R,L002A2,1,1
2,SANS,LL002405,"Circ. Destra · LECCO Ospedale",LL002405,0,26i_I_R,L002A2,1,1
2,SANS,LL002406,"Circ. Destra · LECCO Ospedale",LL002406,0,26i_I_R,L002A2,1,1
2,SANS,LL002407,"Circ. Destra · LECCO Ospedale",LL002407,0,26i_I_R,L002A2,1,1
2,SANS,LL002408,"Circ. Destra · LECCO Ospedale",LL002408,0,26i_I_R,L002A2,1,1
2,SANS,LL002409,"Circ. Destra · LECCO Ospedale",LL002409,0,26i_I_R,L002A2,1,1
2,SANS,LL002410,"Circ. Destra · LECCO Ospedale",LL002410,0,26i_I_R,L002A2,1,1
2,SANS,LL002411,"Circ. Destra · LECCO Ospedale",LL002411,0,26i_I_R,L002A2,1,1
2,SANS,LL002412,"Circ. Destra · LECCO Ospedale",LL002412,0,26i_I_R,L002A2,1,1
2,SANS,LL002413,"Circ. Destra · LECCO Ospedale",LL002413,0,26i_I_R,L002A2,1,1
2,SANS,LL002414,"Circ. Destra · LECCO Ospedale",LL002414,0,26i_I_R,L002A2,1,1
2,SANS,LL002415,"Circ. Destra · LECCO Ospedale",LL002415,0,26i_I_R,L002A2,1,1
2,SANS,LL002416,"Circ. Destra · LECCO Ospedale",LL002416,0,26i_I_R,L002A2,1,1
2,SANS,LL002417,"Circ. Destra · LECCO Ospedale",LL002417,0,26i_I_R,L002A2,1,1
2,SANS,LL002418,"Circ. Destra · LECCO Ospedale",LL002418,0,26i_I_R,L002A2,1,1
2,SANS,LL002419,"Circ. Destra · LECCO Ospedale",LL002419,0,26i_I_R,L002A2,1,1
2,SANS,LL002420,"Circ. Destra · LECCO Ospedale",LL002420,0,26i_I_R,L002A2,1,1
2,SANS,LL002421,"Circ. Destra · LECCO Ospedale",LL002421,0,26i_I_R,L002A2,1,1
2,SANS,LL002422,"Circ. Destra · LECCO Ospedale",LL002422,0,26i_I_R,L002A2,1,1
2,SANS,LL002423,"Circ. Destra · LECCO Ospedale",LL002423,0,26i_I_R,L002A2,1,1
2,SANS,LL002424,"Circ. Destra · LECCO Ospedale",LL002424,0,26i_I_R,L002A2,1,1
2,SANS,LL002425,"LECCO Grassi",LL002425,0,26i_I_R,L002A3,1,1
2,SANS,LL002426B,"Circ. Destra · LECCO FS, Stazione",LL002426B,0,26i_Ls_R,L002A5,1,1
2,SANS,LL002427B,"Circ. Destra · LECCO FS, Stazione",LL002427B,0,26i_Ls_R,L002A6,1,1
2,SANS,LL002428B,"Circ. Destra · LECCO FS, Stazione",LL002428B,0,26i_Ls_R,L002A5,1,1
2,SANS,LL002429B,"Circ. Destra · LECCO FS, Stazione",LL002429B,0,26i_Ls_R,L002A6,1,1
3,F5SC,LL003100,"Circ. Sinistra · LECCO Ospedale",LL003100,0,26i_L_N,L003A1,1,1
3,F5SC,LL003101,"Circ. Sinistra · LECCO Ospedale",LL003101,0,26i_L_N,L003A2,1,1
3,F5SC,LL003102,"Circ. Sinistra · LECCO Ospedale",LL003102,0,26i_L_N,L003A2,1,1
3,F5SC,LL003103,"Circ. Sinistra · LECCO Ospedale",LL003103,0,26i_L_N,L003A2,1,1
3,F5SC,LL003104,"Circ. Sinistra · LECCO Ospedale",LL003104,0,26i_L_N,L003A2,1,1
3,F5SC,LL003105,"Circ. Sinistra · LECCO Ospedale",LL003105,0,26i_L_N,L003A2,1,1
3,F5SC,LL003106,"Circ. Sinistra · LECCO Ospedale",LL003106,0,26i_L_N,L003A2,1,1
3,F5SC,LL003107,"Circ. Sinistra · LECCO Ospedale",LL003107,0,26i_L_N,L003A2,1,1
3,F5SC,LL003108,"Circ. Sinistra · LECCO Ospedale",LL003108,0,26i_L_N,L003A2,1,1
3,F5SC,LL003109,"Circ. Sinistra · LECCO Ospedale",LL003109,0,26i_L_N,L003A2,1,1
3,F5SC,LL003110,"Circ. Sinistra · LECCO Ospedale",LL003110,0,26i_L_N,L003A2,1,1
3,F5SC,LL003111,"Circ. Sinistra · LECCO Ospedale",LL003111,0,26i_L_N,L003A2,1,1
3,F5SC,LL003112,"Circ. Sinistra · LECCO Ospedale",LL003112,0,26i_L_N,L003A2,1,1
3,F5SC,LL003113,"Circ. Sinistra · LECCO Ospedale",LL003113,0,26i_L_N,L003A2,1,1
3,F5SC,LL003114,"Circ. Sinistra · LECCO Ospedale",LL003114,0,26i_L_N,L003A2,1,1
3,F5SC,LL003115,"Circ. Sinistra · LECCO Ospedale",LL003115,0,26i_L_N,L003A2,1,1
3,F5SC,LL003116,"Circ. Sinistra · LECCO Ospedale",LL003116,0,26i_L_N,L003A2,1,1
3,F5SC,LL003117,"Circ. Sinistra · LECCO Ospedale",LL003117,0,26i_L_N,L003A2,1,1
3,F5SC,LL003118,"Circ. Sinistra · LECCO Ospedale",LL003118,0,26i_L_N,L003A2,1,1
3,F5SC,LL003119,"Circ. Sinistra · LECCO Ospedale",LL003119,0,26i_L_N,L003A2,1,1
3,F5SC,LL003120,"Circ. Sinistra · LECCO Ospedale",LL003120,0,26i_L_N,L003A2,1,1
3,F5SC,LL003122,"Circ. Sinistra · LECCO Ospedale",LL003122,0,26i_L_N,L003A2,1,1
3,F5SC,LL003123,"Circ. Sinistra · LECCO Ospedale",LL003123,0,26i_L_N,L003A2,1,1
3,F5SC,LL003124,"Circ. Sinistra · LECCO Ospedale",LL003124,0,26i_L_N,L003A2,1,1
3,F5SC,LL003125,"Circ. Sinistra · LECCO Ospedale",LL003125,0,26i_L_N,L003A2,1,1
3,F5SC,LL003126,"LECCO Resinelli/Bovara",LL003126,0,26i_L_N,L003A3,1,1
3,F5SC,LL003127B,"Circ. Sinistra · LECCO FS, Stazione",LL003127B,0,26i_Ls_N,L003A6,1,1
